resume_text,job_description,match_score
"Full Stack with 5 years of experience. Proficient in rest api, javascript, node.js, typescript, react. Also skilled in html, css, express, mongodb. Built multiple projects and worked in startup environment. Strong teamwork skills.","Full Stack Developer position. Looking for 3+ years of experience. Required skills: node.js, typescript, css, rest api, html, react. Must have strong leadership abilities. Hybrid work. Competitive salary and benefits.",95.12
"Software Engineer with 3 years of experience. Proficient in git, react, node.js, api, sql. Also skilled in django, java, javascript, python. Built multiple projects and worked in enterprise environment. Strong teamwork skills.","Software Engineer position. Looking for 7+ years of experience. Required skills: java, python, git, react, django, node.js, sql, api. Must have strong technical abilities. Hybrid work. Competitive salary and benefits.",67.58
"Data Scientist with 5 years of experience. Proficient in tensorflow, machine learning, pytorch, sql, python. Also skilled in pandas, statistics, numpy, nlp, deep learning. Built multiple projects and worked in agile environment. Strong teamwork skills.","Data Scientist position. Looking for 3+ years of experience. Required skills: tensorflow, deep learning, python, pytorch, nlp, sql, machine learning, pandas. Must have strong leadership abilities. Hybrid work. Competitive salary and benefits.",94.72
"Frontend with 2 years of experience. Proficient in html, angular, sass, css, vue. Also skilled in typescript, react, webpack. Built multiple projects and worked in enterprise environment. Strong communication skills.","Frontend Developer position. Looking for 3+ years of experience. Required skills: html, css, angular, react, vue, webpack. Must have strong leadership abilities. On-site work. Competitive salary and benefits.",74.86
"Qa Engineer with 6 years of experience. Proficient in cypress, pytest, junit, testing, quality assurance. Also skilled in selenium, automation, api testing. Built multiple projects and worked in startup environment. Strong communication skills.","QA Engineer position. Looking for 5+ years of experience. Required skills: selenium, testing, junit, automation, pytest, cypress. Must have strong technical abilities. Remote work. Competitive salary and benefits.",94.35
"Full Stack with 6 years of experience. Proficient in css, node.js, rest api, javascript, react. Also skilled in express, typescript, html. Built multiple projects and worked in enterprise environment. Strong problem-solving skills.","Full Stack Developer position. Looking for 2+ years of experience. Required skills: react, javascript, css, typescript, express, rest api. Must have strong analytical abilities. Hybrid work. Competitive salary and benefits.",93.93
"Frontend with 4 years of experience. Proficient in sass, webpack, html, javascript, react. Also skilled in vue, typescript. Built multiple projects and worked in startup environment. Strong problem-solving skills.","Frontend Developer position. Looking for 6+ years of experience. Required skills: vue, sass, webpack, typescript, css. Must have strong leadership abilities. On-site work. Competitive salary and benefits.",65.5
"Software Engineer with 4 years of experience. Proficient in git, django, spring, api, node.js. Also skilled in react, python, java, javascript, sql. Built multiple projects and worked in agile environment. Strong problem-solving skills.","Software Engineer position. Looking for 4+ years of experience. Required skills: java, sql, python, git, node.js, api. Must have strong leadership abilities. Hybrid work. Competitive salary and benefits.",91.64
"Software Engineer with 3 years of experience. Proficient in node.js, spring, sql, api, java. Also skilled in react, git. Built multiple projects and worked in enterprise environment. Strong problem-solving skills.","Software Engineer position. Looking for 6+ years of experience. Required skills: python, git, java, node.js, spring, javascript, api. Must have strong analytical abilities. On-site work. Competitive salary and benefits.",61.65
"Qa Engineer with 5 years of experience. Proficient in api testing, quality assurance, testing, cypress, automation. Also skilled in junit, pytest, selenium. Built multiple projects and worked in agile environment. Strong communication skills.","QA Engineer position. Looking for 2+ years of experience. Required skills: automation, pytest, quality assurance, cypress, testing. Must have strong technical abilities. Hybrid work. Competitive salary and benefits.",92.46
"Mobile Developer with 4 years of experience. Proficient in ios, react native, flutter, mobile, kotlin. Also skilled in firebase, android. Built multiple projects and worked in startup environment. Strong teamwork skills.","Mobile Developer position. Looking for 2+ years of experience. Required skills: swift, kotlin, mobile, ios, react native, flutter. Must have strong analytical abilities. On-site work. Competitive salary and benefits.",83.42
"Mobile Developer with 7 years of experience. Proficient in ios, android, swift, mobile, flutter. Also skilled in firebase, react native, kotlin. Built multiple projects and worked in enterprise environment. Strong communication skills.","Mobile Developer position. Looking for 6+ years of experience. Required skills: flutter, firebase, mobile, kotlin. Must have strong technical abilities. Remote work. Competitive salary and benefits.",90.03
"Frontend with 7 years of experience. Proficient in angular, typescript, vue, webpack, react. Also skilled in sass, css. Built multiple projects and worked in enterprise environment. Strong problem-solving skills.","Frontend Developer position. Looking for 5+ years of experience. Required skills: webpack, javascript, typescript, vue, angular, react. Must have strong technical abilities. Remote work. Competitive salary and benefits.",84.73
"Software Engineer with 5 years of experience. Proficient in sql, node.js, javascript, git, django. Also skilled in java, spring. Built multiple projects and worked in enterprise environment. Strong teamwork skills.","Software Engineer position. Looking for 2+ years of experience. Required skills: git, spring, node.js, java, react, django, javascript. Must have strong analytical abilities. Remote work. Competitive salary and benefits.",84.88
"Devops with 8 years of experience. Proficient in git, ansible, ci/cd, terraform, docker. Also skilled in kubernetes, aws, jenkins, linux. Built multiple projects and worked in startup environment. Strong problem-solving skills.","DevOps Engineer position. Looking for 6+ years of experience. Required skills: aws, git, linux, kubernetes, terraform, ansible. Must have strong leadership abilities. Remote work. Competitive salary and benefits.",91.84
"Qa Engineer with 6 years of experience. Proficient in pytest, api testing, selenium, automation, junit. Also skilled in quality assurance, testing, cypress. Built multiple projects and worked in enterprise environment. Strong teamwork skills.","QA Engineer position. Looking for 5+ years of experience. Required skills: testing, api testing, pytest, quality assurance. Must have strong analytical abilities. Remote work. Competitive salary and benefits.",93.86
"Backend with 4 years of experience. Proficient in sql, rest api, python, microservices, java. Also skilled in redis, node.js. Built multiple projects and worked in enterprise environment. Strong teamwork skills.","Backend Developer position. Looking for 2+ years of experience. Required skills: node.js, microservices, redis, java, postgresql, rest api, python. Must have strong leadership abilities. Remote work. Competitive salary and benefits.",82.53
"Backend with 7 years of experience. Proficient in python, java, redis, node.js, mongodb. Also skilled in microservices. Built multiple projects and worked in startup environment. Strong communication skills.","Backend Developer position. Looking for 5+ years of experience. Required skills: microservices, rest api, redis, java, mongodb, postgresql, python. Must have strong analytical abilities. Remote work. Competitive salary and benefits.",73.36
"Frontend with 4 years of experience. Proficient in vue, html, javascript, css, typescript. Also skilled in sass, webpack, angular, react. Built multiple projects and worked in startup environment. Strong communication skills.","Frontend Developer position. Looking for 5+ years of experience. Required skills: webpack, css, html, javascript, typescript. Must have strong leadership abilities. Remote work. Competitive salary and benefits.",88.59
"Software Engineer with 7 years of experience. Proficient in java, api, react, javascript, django. Also skilled in git, python, spring, sql, node.js. Built multiple projects and worked in agile environment. Strong communication skills.","Software Engineer position. Looking for 6+ years of experience. Required skills: python, node.js, git, spring, api, sql, react, java. Must have strong technical abilities. Remote work. Competitive salary and benefits.",91.79
"Devops with 7 years of experience. Proficient in jenkins, terraform, aws, docker, ansible. Also skilled in git, kubernetes, linux, ci/cd. Built multiple projects and worked in agile environment. Strong problem-solving skills.","DevOps Engineer position. Looking for 5+ years of experience. Required skills: ansible, docker, aws, terraform, ci/cd, git, linux. Must have strong leadership abilities. Remote work. Competitive salary and benefits.",91.17
"Mobile Developer with 7 years of experience. Proficient in mobile, kotlin, swift, flutter, firebase. Built multiple projects and worked in agile environment. Strong teamwork skills.","Mobile Developer position. Looking for 3+ years of experience. Required skills: mobile, ios, firebase, react native, android. Must have strong leadership abilities. On-site work. Competitive salary and benefits.",59.48
"Data Scientist with 4 years of experience. Proficient in pandas, machine learning, pytorch, tensorflow, nlp. Also skilled in sql, deep learning, statistics, numpy. Built multiple projects and worked in enterprise environment. Strong problem-solving skills.","Data Scientist position. Looking for 3+ years of experience. Required skills: pytorch, sql, statistics, nlp, machine learning, python. Must have strong leadership abilities. On-site work. Competitive salary and benefits.",83.9
"Devops with 5 years of experience. Proficient in aws, ci/cd, docker, git, jenkins. Also skilled in ansible, linux, kubernetes. Built multiple projects and worked in enterprise environment. Strong teamwork skills.","DevOps Engineer position. Looking for 4+ years of experience. Required skills: git, ci/cd, docker, jenkins, ansible. Must have strong technical abilities. Remote work. Competitive salary and benefits.",90.78
"Software Engineer with 3 years of experience. Proficient in javascript, git, java, django, node.js. Also skilled in sql, react. Built multiple projects and worked in startup environment. Strong teamwork skills.","Software Engineer position. Looking for 5+ years of experience. Required skills: react, git, django, javascript, spring, node.js, python. Must have strong technical abilities. Hybrid work. Competitive salary and benefits.",59.46
"Qa Engineer with 7 years of experience. Proficient in cypress, testing, api testing, junit, quality assurance. Also skilled in selenium, pytest, automation. Built multiple projects and worked in startup environment. Strong communication skills.","QA Engineer position. Looking for 6+ years of experience. Required skills: automation, selenium, testing, cypress. Must have strong leadership abilities. Hybrid work. Competitive salary and benefits.",90.25
"Mobile Developer with 3 years of experience. Proficient in swift, firebase, mobile, ios, android. Built multiple projects and worked in enterprise environment. Strong problem-solving skills.","Mobile Developer position. Looking for 4+ years of experience. Required skills: firebase, android, mobile, swift, kotlin. Must have strong technical abilities. Remote work. Competitive salary and benefits.",77.42
"Frontend with 4 years of experience. Proficient in html, webpack, css, javascript, angular. Also skilled in sass. Built multiple projects and worked in startup environment. Strong communication skills.","Frontend Developer position. Looking for 6+ years of experience. Required skills: vue, sass, webpack, typescript, html, angular, javascript. Must have strong leadership abilities. Remote work. Competitive salary and benefits.",60.93
"Backend with 7 years of experience. Proficient in python, rest api, sql, redis, mongodb. Also skilled in postgresql, java. Built multiple projects and worked in enterprise environment. Strong communication skills.","Backend Developer position. Looking for 3+ years of experience. Required skills: microservices, sql, java, postgresql, rest api. Must have strong technical abilities. Hybrid work. Competitive salary and benefits.",78.1
"Backend with 2 years of experience. Proficient in microservices, rest api, mongodb, redis, sql. Also skilled in node.js. Built multiple projects and worked in agile environment. Strong problem-solving skills.","Backend Developer position. Looking for 6+ years of experience. Required skills: node.js, python, java, sql, microservices. Must have strong technical abilities. On-site work. Competitive salary and benefits.",40.3
"Frontend with 4 years of experience. Proficient in sass, angular, typescript, vue, webpack. Also skilled in react, javascript, html. Built multiple projects and worked in enterprise environment. Strong teamwork skills.","Frontend Developer position. Looking for 2+ years of experience. Required skills: javascript, vue, html, sass, react, css, webpack. Must have strong technical abilities. Remote work. Competitive salary and benefits.",83.08
"Qa Engineer with 6 years of experience. Proficient in automation, quality assurance, junit, pytest, testing. Also skilled in selenium, cypress. Built multiple projects and worked in startup environment. Strong communication skills.","QA Engineer position. Looking for 4+ years of experience. Required skills: quality assurance, junit, selenium, pytest, automation. Must have strong analytical abilities. On-site work. Competitive salary and benefits.",93.03
"Qa Engineer with 2 years of experience. Proficient in api testing, quality assurance, testing, automation, cypress. Also skilled in pytest. Built multiple projects and worked in enterprise environment. Strong problem-solving skills.","QA Engineer position. Looking for 4+ years of experience. Required skills: selenium, api testing, automation, pytest, cypress, junit. Must have strong analytical abilities. Hybrid work. Competitive salary and benefits.",58.78
"Qa Engineer with 7 years of experience. Proficient in pytest, automation, testing, cypress, api testing. Also skilled in junit, selenium, quality assurance. Built multiple projects and worked in agile environment. Strong teamwork skills.","QA Engineer position. Looking for 2+ years of experience. Required skills: testing, pytest, quality assurance, cypress, automation, api testing. Must have strong analytical abilities. On-site work. Competitive salary and benefits.",93.69
"Full Stack with 3 years of experience. Proficient in html, javascript, react, typescript, rest api. Also skilled in node.js, mongodb, express, css. Built multiple projects and worked in agile environment. Strong problem-solving skills.","Full Stack Developer position. Looking for 7+ years of experience. Required skills: mongodb, javascript, html, css, react, node.js, typescript. Must have strong leadership abilities. On-site work. Competitive salary and benefits.",65.62
"Mobile Developer with 4 years of experience. Proficient in android, ios, firebase, kotlin, mobile. Built multiple projects and worked in startup environment. Strong problem-solving skills.","Mobile Developer position. Looking for 6+ years of experience. Required skills: swift, react native, kotlin, mobile. Must have strong leadership abilities. Hybrid work. Competitive salary and benefits.",51.2
"Full Stack with 5 years of experience. Proficient in typescript, javascript, node.js, react, rest api. Also skilled in css, mongodb, html, express. Built multiple projects and worked in agile environment. Strong communication skills.","Full Stack Developer position. Looking for 7+ years of experience. Required skills: typescript, javascript, express, css, rest api, mongodb. Must have strong technical abilities. Hybrid work. Competitive salary and benefits.",75.5
"Backend with 8 years of experience. Proficient in microservices, node.js, postgresql, mongodb, redis. Also skilled in python. Built multiple projects and worked in agile environment. Strong teamwork skills.","Backend Developer position. Looking for 4+ years of experience. Required skills: sql, node.js, microservices, rest api, redis, postgresql, mongodb. Must have strong leadership abilities. Remote work. Competitive salary and benefits.",83.85
"Software Engineer with 5 years of experience. Proficient in spring, node.js, sql, git, java. Also skilled in javascript, python. Built multiple projects and worked in agile environment. Strong communication skills.","Software Engineer position. Looking for 6+ years of experience. Required skills: javascript, java, api, django, node.js, spring. Must have strong analytical abilities. Hybrid work. Competitive salary and benefits.",67.71
"Data Scientist with 4 years of experience. Proficient in statistics, pandas, pytorch, deep learning, machine learning. Also skilled in nlp, numpy, sql. Built multiple projects and worked in agile environment. Strong problem-solving skills.","Data Scientist position. Looking for 4+ years of experience. Required skills: numpy, deep learning, pandas, tensorflow, statistics, nlp. Must have strong analytical abilities. Hybrid work. Competitive salary and benefits.",82.16
"Backend with 8 years of experience. Proficient in mongodb, node.js, sql, postgresql, python. Also skilled in microservices. Built multiple projects and worked in agile environment. Strong communication skills.","Backend Developer position. Looking for 7+ years of experience. Required skills: redis, java, rest api, sql, postgresql, microservices. Must have strong technical abilities. Hybrid work. Competitive salary and benefits.",62.44
"Devops with 3 years of experience. Proficient in jenkins, aws, linux, git, kubernetes. Also skilled in docker, ci/cd, ansible. Built multiple projects and worked in startup environment. Strong communication skills.","DevOps Engineer position. Looking for 8+ years of experience. Required skills: docker, terraform, kubernetes, jenkins, aws. Must have strong technical abilities. Remote work. Competitive salary and benefits.",53.17
"Devops with 3 years of experience. Proficient in terraform, docker, kubernetes, git, ci/cd. Also skilled in linux, aws, jenkins. Built multiple projects and worked in startup environment. Strong teamwork skills.","DevOps Engineer position. Looking for 8+ years of experience. Required skills: linux, ansible, ci/cd, jenkins, docker. Must have strong analytical abilities. On-site work. Competitive salary and benefits.",53.35
"Software Engineer with 5 years of experience. Proficient in sql, git, python, spring, django. Also skilled in react, api, java. Built multiple projects and worked in agile environment. Strong teamwork skills.","Software Engineer position. Looking for 2+ years of experience. Required skills: java, sql, api, git, spring, react, node.js, javascript. Must have strong analytical abilities. Remote work. Competitive salary and benefits.",78.08
"Data Scientist with 3 years of experience. Proficient in machine learning, python, deep learning, statistics, sql. Also skilled in numpy, tensorflow, pandas, nlp. Built multiple projects and worked in enterprise environment. Strong communication skills.","Data Scientist position. Looking for 3+ years of experience. Required skills: pandas, nlp, numpy, pytorch, tensorflow, statistics, deep learning, machine learning. Must have strong technical abilities. On-site work. Competitive salary and benefits.",85.37
"Data Scientist with 3 years of experience. Proficient in pandas, sql, numpy, machine learning, python. Also skilled in pytorch, nlp. Built multiple projects and worked in startup environment. Strong teamwork skills.","Data Scientist position. Looking for 2+ years of experience. Required skills: python, numpy, deep learning, pandas, statistics, tensorflow, machine learning. Must have strong technical abilities. Remote work. Competitive salary and benefits.",67.38
"Backend with 2 years of experience. Proficient in mongodb, java, microservices, sql, node.js. Also skilled in rest api, python, postgresql. Built multiple projects and worked in startup environment. Strong communication skills.","Backend Developer position. Looking for 7+ years of experience. Required skills: microservices, redis, node.js, rest api, java, python. Must have strong leadership abilities. Hybrid work. Competitive salary and benefits.",55.06
"Full Stack with 3 years of experience. Proficient in mongodb, express, node.js, html, css. Also skilled in rest api, javascript, react, typescript. Built multiple projects and worked in agile environment. Strong problem-solving skills.","Full Stack Developer position. Looking for 3+ years of experience. Required skills: react, express, html, node.js, css. Must have strong analytical abilities. Hybrid work. Competitive salary and benefits.",94.45
"Data Scientist with 3 years of experience. Proficient in deep learning, tensorflow, nlp, numpy, machine learning. Also skilled in statistics, pytorch. Built multiple projects and worked in startup environment. Strong problem-solving skills.","Data Scientist position. Looking for 3+ years of experience. Required skills: sql, nlp, machine learning, python, pandas, tensorflow, statistics, deep learning. Must have strong analytical abilities. Hybrid work. Competitive salary and benefits.",74.83
"Software Engineer with 9 years of experience. Proficient in javascript, django, git, node.js, react. Also skilled in python, spring, api. Built multiple projects and worked in enterprise environment. Strong teamwork skills.","Software Engineer position. Looking for 2+ years of experience. Required skills: java, python, javascript, spring, node.js, django. Must have strong analytical abilities. On-site work. Competitive salary and benefits.",92.27
"Frontend with 2 years of experience. Proficient in webpack, css, javascript, typescript, html. Also skilled in vue, sass, angular. Built multiple projects and worked in agile environment. Strong problem-solving skills.","Frontend Developer position. Looking for 2+ years of experience. Required skills: javascript, css, typescript, sass, webpack. Must have strong analytical abilities. On-site work. Competitive salary and benefits.",91.87
"Devops with 6 years of experience. Proficient in linux, ansible, aws, kubernetes, docker. Also skilled in terraform, jenkins, ci/cd, git. Built multiple projects and worked in enterprise environment. Strong problem-solving skills.","DevOps Engineer position. Looking for 4+ years of experience. Required skills: linux, ansible, git, docker, ci/cd, terraform. Must have strong leadership abilities. Hybrid work. Competitive salary and benefits.",91.06
"Mobile Developer with 7 years of experience. Proficient in mobile, ios, flutter, kotlin, android. Also skilled in swift, react native, firebase. Built multiple projects and worked in agile environment. Strong teamwork skills.","Mobile Developer position. Looking for 3+ years of experience. Required skills: flutter, react native, kotlin, mobile, swift. Must have strong analytical abilities. Remote work. Competitive salary and benefits.",94.64
"Backend with 2 years of experience. Proficient in rest api, sql, node.js, python, postgresql. Also skilled in mongodb, redis, microservices, java. Built multiple projects and worked in startup environment. Strong problem-solving skills.","Backend Developer position. Looking for 5+ years of experience. Required skills: mongodb, node.js, java, redis, rest api, microservices, postgresql. Must have strong analytical abilities. On-site work. Competitive salary and benefits.",66.85
"Backend with 6 years of experience. Proficient in redis, rest api, mongodb, java, postgresql. Also skilled in microservices, python, node.js, sql. Built multiple projects and worked in enterprise environment. Strong teamwork skills.","Backend Developer position. Looking for 6+ years of experience. Required skills: postgresql, mongodb, java, rest api, redis, node.js. Must have strong leadership abilities. Hybrid work. Competitive salary and benefits.",93.15
"Backend with 5 years of experience. Proficient in node.js, microservices, mongodb, rest api, sql. Also skilled in redis. Built multiple projects and worked in agile environment. Strong communication skills.","Backend Developer position. Looking for 5+ years of experience. Required skills: microservices, sql, redis, rest api, postgresql, python, mongodb. Must have strong leadership abilities. Remote work. Competitive salary and benefits.",76.09
"Qa Engineer with 6 years of experience. Proficient in testing, junit, cypress, api testing, pytest. Also skilled in automation, quality assurance. Built multiple projects and worked in startup environment. Strong communication skills.","QA Engineer position. Looking for 6+ years of experience. Required skills: automation, selenium, testing, quality assurance. Must have strong technical abilities. Remote work. Competitive salary and benefits.",81.71
"Data Scientist with 5 years of experience. Proficient in pytorch, nlp, numpy, python, deep learning. Also skilled in statistics, machine learning. Built multiple projects and worked in startup environment. Strong communication skills.","Data Scientist position. Looking for 4+ years of experience. Required skills: sql, numpy, python, machine learning, deep learning, nlp. Must have strong technical abilities. Remote work. Competitive salary and benefits.",82.76
"Software Engineer with 3 years of experience. Proficient in git, python, java, spring, react. Also skilled in django, sql, api. Built multiple projects and worked in agile environment. Strong teamwork skills.","Software Engineer position. Looking for 8+ years of experience. Required skills: react, django, sql, node.js, api, git. Must have strong analytical abilities. On-site work. Competitive salary and benefits.",54.46
"Software Engineer with 7 years of experience. Proficient in git, react, sql, api, node.js. Also skilled in python, javascript, django, java, spring. Built multiple projects and worked in agile environment. Strong problem-solving skills.","Software Engineer position. Looking for 4+ years of experience. Required skills: spring, node.js, git, javascript, django, react, python. Must have strong technical abilities. Remote work. Competitive salary and benefits.",91.85
"Full Stack with 8 years of experience. Proficient in react, css, typescript, express, html. Also skilled in javascript, rest api. Built multiple projects and worked in enterprise environment. Strong problem-solving skills.","Full Stack Developer position. Looking for 7+ years of experience. Required skills: javascript, rest api, mongodb, react, html, css. Must have strong leadership abilities. Remote work. Competitive salary and benefits.",83.39
"Qa Engineer with 5 years of experience. Proficient in junit, selenium, api testing, cypress, quality assurance. Also skilled in automation, pytest, testing. Built multiple projects and worked in startup environment. Strong communication skills.","QA Engineer position. Looking for 4+ years of experience. Required skills: api testing, junit, automation, cypress, testing, pytest. Must have strong technical abilities. Remote work. Competitive salary and benefits.",94.61
"Qa Engineer with 4 years of experience. Proficient in junit, automation, cypress, quality assurance, api testing. Also skilled in testing. Built multiple projects and worked in agile environment. Strong problem-solving skills.","QA Engineer position. Looking for 6+ years of experience. Required skills: automation, pytest, api testing, selenium, testing. Must have strong leadership abilities. Hybrid work. Competitive salary and benefits.",56.54
"Full Stack with 2 years of experience. Proficient in express, react, mongodb, typescript, javascript. Also skilled in node.js. Built multiple projects and worked in enterprise environment. Strong teamwork skills.","Full Stack Developer position. Looking for 7+ years of experience. Required skills: typescript, mongodb, express, javascript, rest api, node.js. Must have strong analytical abilities. Hybrid work. Competitive salary and benefits.",55.82
"Qa Engineer with 7 years of experience. Proficient in testing, junit, pytest, api testing, quality assurance. Also skilled in automation, cypress. Built multiple projects and worked in enterprise environment. Strong problem-solving skills.","QA Engineer position. Looking for 4+ years of experience. Required skills: cypress, api testing, quality assurance, automation. Must have strong leadership abilities. Remote work. Competitive salary and benefits.",91.38
"Full Stack with 7 years of experience. Proficient in react, html, typescript, express, css. Also skilled in javascript, mongodb. Built multiple projects and worked in enterprise environment. Strong communication skills.","Full Stack Developer position. Looking for 2+ years of experience. Required skills: express, rest api, react, css, node.js, html. Must have strong analytical abilities. Hybrid work. Competitive salary and benefits.",71.82
"Mobile Developer with 7 years of experience. Proficient in android, swift, flutter, kotlin, mobile. Also skilled in ios. Built multiple projects and worked in startup environment. Strong problem-solving skills.","Mobile Developer position. Looking for 3+ years of experience. Required skills: firebase, swift, ios, android, kotlin. Must have strong leadership abilities. Hybrid work. Competitive salary and benefits.",79.02
"Mobile Developer with 6 years of experience. Proficient in android, ios, kotlin, firebase, swift. Also skilled in react native, mobile, flutter. Built multiple projects and worked in enterprise environment. Strong teamwork skills.","Mobile Developer position. Looking for 3+ years of experience. Required skills: flutter, mobile, firebase, swift, android, react native. Must have strong technical abilities. Remote work. Competitive salary and benefits.",91.65
"Backend with 4 years of experience. Proficient in postgresql, redis, python, node.js, microservices. Also skilled in sql, mongodb, rest api. Built multiple projects and worked in agile environment. Strong communication skills.","Backend Developer position. Looking for 6+ years of experience. Required skills: microservices, node.js, mongodb, postgresql, java, rest api, python. Must have strong technical abilities. On-site work. Competitive salary and benefits.",66.68
"Software Engineer with 5 years of experience. Proficient in python, spring, java, javascript, api. Also skilled in node.js, git, react. Built multiple projects and worked in agile environment. Strong teamwork skills.","Software Engineer position. Looking for 7+ years of experience. Required skills: sql, django, javascript, spring, node.js, python. Must have strong leadership abilities. On-site work. Competitive salary and benefits.",59.58
"Software Engineer with 2 years of experience. Proficient in java, sql, python, git, api. Also skilled in node.js, django. Built multiple projects and worked in enterprise environment. Strong teamwork skills.","Software Engineer position. Looking for 7+ years of experience. Required skills: javascript, spring, sql, django, node.js, java, react, git. Must have strong technical abilities. On-site work. Competitive salary and benefits.",45.26
"Mobile Developer with 7 years of experience. Proficient in mobile, ios, swift, react native, android. Also skilled in firebase, kotlin, flutter. Built multiple projects and worked in enterprise environment. Strong problem-solving skills.","Mobile Developer position. Looking for 3+ years of experience. Required skills: android, kotlin, firebase, mobile, react native, ios. Must have strong technical abilities. On-site work. Competitive salary and benefits.",90.59
"Qa Engineer with 3 years of experience. Proficient in testing, cypress, quality assurance, selenium, junit. Also skilled in api testing. Built multiple projects and worked in startup environment. Strong communication skills.","QA Engineer position. Looking for 2+ years of experience. Required skills: api testing, selenium, quality assurance, automation. Must have strong analytical abilities. On-site work. Competitive salary and benefits.",79.5
"Backend with 4 years of experience. Proficient in redis, microservices, sql, postgresql, python. Also skilled in mongodb. Built multiple projects and worked in startup environment. Strong communication skills.","Backend Developer position. Looking for 6+ years of experience. Required skills: mongodb, node.js, python, redis, sql. Must have strong technical abilities. Hybrid work. Competitive salary and benefits.",62.26
"Qa Engineer with 2 years of experience. Proficient in pytest, quality assurance, api testing, testing, automation. Also skilled in cypress. Built multiple projects and worked in agile environment. Strong communication skills.","QA Engineer position. Looking for 5+ years of experience. Required skills: api testing, selenium, pytest, testing, automation, quality assurance. Must have strong leadership abilities. Hybrid work. Competitive salary and benefits.",57.1
"Mobile Developer with 7 years of experience. Proficient in mobile, flutter, kotlin, ios, firebase. Also skilled in react native, swift, android. Built multiple projects and worked in agile environment. Strong teamwork skills.","Mobile Developer position. Looking for 6+ years of experience. Required skills: ios, swift, mobile, firebase. Must have strong analytical abilities. On-site work. Competitive salary and benefits.",92.0
"Data Scientist with 2 years of experience. Proficient in deep learning, sql, pytorch, numpy, machine learning. Also skilled in statistics, pandas, nlp. Built multiple projects and worked in agile environment. Strong communication skills.","Data Scientist position. Looking for 4+ years of experience. Required skills: python, nlp, pytorch, deep learning, sql, statistics, numpy, machine learning. Must have strong analytical abilities. Hybrid work. Competitive salary and benefits.",71.01
"Frontend with 6 years of experience. Proficient in sass, vue, javascript, webpack, angular. Also skilled in css, react, html. Built multiple projects and worked in startup environment. Strong communication skills.","Frontend Developer position. Looking for 4+ years of experience. Required skills: html, angular, css, react, typescript. Must have strong leadership abilities. Remote work. Competitive salary and benefits.",78.84
"Full Stack with 6 years of experience. Proficient in javascript, rest api, node.js, css, express. Also skilled in typescript, mongodb, react, html. Built multiple projects and worked in startup environment. Strong problem-solving skills.","Full Stack Developer position. Looking for 5+ years of experience. Required skills: react, mongodb, node.js, express, css, typescript. Must have strong analytical abilities. Remote work. Competitive salary and benefits.",92.36
"Qa Engineer with 4 years of experience. Proficient in pytest, junit, testing, selenium, cypress. Also skilled in quality assurance, api testing. Built multiple projects and worked in agile environment. Strong teamwork skills.","QA Engineer position. Looking for 6+ years of experience. Required skills: api testing, testing, pytest, cypress, selenium. Must have strong analytical abilities. On-site work. Competitive salary and benefits.",77.67
"Mobile Developer with 6 years of experience. Proficient in mobile, android, flutter, ios, firebase. Also skilled in kotlin, react native. Built multiple projects and worked in enterprise environment. Strong problem-solving skills.","Mobile Developer position. Looking for 3+ years of experience. Required skills: firebase, react native, android, swift, flutter, ios. Must have strong leadership abilities. Hybrid work. Competitive salary and benefits.",82.71
"Mobile Developer with 7 years of experience. Proficient in flutter, kotlin, swift, android, mobile. Built multiple projects and worked in agile environment. Strong problem-solving skills.","Mobile Developer position. Looking for 3+ years of experience. Required skills: mobile, android, swift, flutter, kotlin. Must have strong leadership abilities. Hybrid work. Competitive salary and benefits.",89.76
"Qa Engineer with 5 years of experience. Proficient in pytest, api testing, testing, cypress, junit. Built multiple projects and worked in enterprise environment. Strong communication skills.","QA Engineer position. Looking for 3+ years of experience. Required skills: junit, automation, quality assurance, api testing, cypress, testing. Must have strong analytical abilities. On-site work. Competitive salary and benefits.",73.89
"Full Stack with 3 years of experience. Proficient in node.js, typescript, javascript, express, html. Also skilled in react, rest api, css. Built multiple projects and worked in agile environment. Strong problem-solving skills.","Full Stack Developer position. Looking for 2+ years of experience. Required skills: html, typescript, css, react, node.js, javascript, mongodb. Must have strong analytical abilities. Remote work. Competitive salary and benefits.",85.22
"Data Scientist with 5 years of experience. Proficient in pytorch, statistics, numpy, pandas, sql. Also skilled in tensorflow, deep learning, python. Built multiple projects and worked in startup environment. Strong teamwork skills.","Data Scientist position. Looking for 5+ years of experience. Required skills: pandas, sql, numpy, python, pytorch, deep learning, nlp, statistics. Must have strong leadership abilities. Hybrid work. Competitive salary and benefits.",85.02
"Frontend with 5 years of experience. Proficient in angular, typescript, webpack, vue, html. Also skilled in javascript, sass. Built multiple projects and worked in enterprise environment. Strong problem-solving skills.","Frontend Developer position. Looking for 5+ years of experience. Required skills: html, react, angular, css, sass. Must have strong leadership abilities. Hybrid work. Competitive salary and benefits.",69.65
"Full Stack with 8 years of experience. Proficient in typescript, mongodb, css, react, html. Also skilled in rest api, express. Built multiple projects and worked in agile environment. Strong teamwork skills.","Full Stack Developer position. Looking for 7+ years of experience. Required skills: typescript, html, mongodb, node.js, react, css, express. Must have strong leadership abilities. Hybrid work. Competitive salary and benefits.",83.78
